membership_id,household_key,income,member_status,state_grouped,credit_ranges,cancel_reason,renew_method,plus_indicator_description,zip,sc_vehicle_manufacturer_name,sc_vehicle_model_name,race,home_owner,education,dwelling_type,gender,occupation_code,occupation_group,occupant_type,mosaic_household,mosaic_global_household,kcl_b_ind_mosaicsgrouping,generation,tenure,aaa_no_tenure,aaa_member_tenure_years,aaa_mean_age,length_of_residence,aaa_mortgage,aaa_credit_card,aaa_deposit,aaa_home_equity,aaa_financial_service,aaa_auto_insurance,aaa_id_theft,aaa_motorcycle_indicator,aaa_travel,aaa_mean_child,aaa_mean_total_cost,aaa_no_race,aaa_no_home_owner,aaa_no_education,aaa_no_income,aaa_no_dwelling_type,aaa_no_credit_ranges,aaa_no_gender,aaa_no_language,aaa_no_reason_joined,aaa_cancel_reason,aaa_no_mosaic_household,aaa_no_mosaic_global_household,aaa_no_kcl_b_ind_mosaicsgrouping,aaa_no_occupation_code,aaa_no_occupation_group,aaa_no_occupant_type,aaa_no_plus_indicator_description,aaa_no_generation,total_calls_year_1,total_calls_year_2,total_calls_year_3,total_member_cost_1,total_member_cost_2,total_member_cost_3,basic_cost,plus_cost,premier_cost,mean_basic_cost,mean_plus_cost,mean_premier_cost,total_calls,total_member_cost,mean_total_member_cost,vehicle,total_cost,mean_total_cost,total_members_in_household
198720,2589593,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2893,DODGE,DART,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,FEMALE,NURSE,PROFESSIONAL - KNOWN,UNKNOWN,SETTLED IN SUBURBIA,ROUTINE SERVICE WORKERS,SURBURBAN STYLE,POST-WAR (< 1948),+40 YEARS,0,48,55.5,0.0,0,0,0,0,0,0,0,0.0,0,,46.6175,,,,,0.0,,2.0,,,,7.0,3.0,6.0,4.0,10.0,,0.0,4.0,0.0,2.0,0.0,0.0,191.94,0.0,186.47,0.0,0.0,46.6175,0.0,0.0,2.0,191.94,47.985,DODGE DART,186.47,46.6175,2
198730,8006918,"10-19,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2893,GMC,YUKON XL 1500,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DIGITAL DEPENDENTS,HARD WORKING BLUE COLLAR,SINGLES AND STARTERS,POST-WAR (< 1948),BETWEEN 11 & 15 YEARS,1,48,92.3333,8.3333,0,0,0,0,0,0,0,0.0,0,1.0,27.666667,1.0,0.0,,6.0,2.0,3.0,,0.0,,5.0,10.0,5.0,9.0,,,,0.0,0.0,0.0,20.0,10.0,0.0,796.75,325.0,166.0,0.0,0.0,27.666667,0.0,0.0,30.0,1121.75,186.958333,GMC YUKON XL 1500,166.0,27.666667,2
198738,3636813,UNKNOWN,CANCELLED,CT,UNKNOWN,DECEASED,NOTICE,UNKNOWN,6385,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,48,69.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,2.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
198761,13451290,"10-19,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2889,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,89.5,15.0,0,0,0,0,0,0,0,0.0,0,1.0,26.5,2.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,,,5.0,1.0,3.0,,1.0,,2.0,0.0,0.0,1.0,0.0,0.0,58.85,0.0,53.0,0.0,0.0,26.5,0.0,0.0,1.0,58.85,29.425,UNKNOWN UNKNOWN,53.0,26.5,2
198770,9638703,"200 - 249,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2881,VOLVO,XC90,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,COUPLES WITH CLOUT,BOURGEOIS PROSPERITY,POWER ELITE,BABY BOOMERS (1948 - 1968),BETWEEN 21 & 30 YEARS,2,28,57.0,0.75,0,0,0,0,0,1,0,0.0,0,4.0,26.5,1.0,0.0,3.0,12.0,0.0,1.0,1.0,0.0,,6.0,25.0,2.0,7.0,,8.0,,2.0,3.0,0.0,2.0,2.0,0.0,60.0,106.0,106.0,0.0,0.0,26.5,0.0,0.0,4.0,166.0,41.5,VOLVO XC90,106.0,26.5,3
198794,498184,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2863,CHEVROLET,AVEO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,91.0,0.0,0,0,0,0,0,0,0,0.0,0,,28.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,CHEVROLET AVEO,28.0,28.0,1
198811,13204395,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2905,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STRIVING SINGLE SCENE,METROPOLITAN STRUGGLERS,SINGLES AND STARTERS,UNKNOWN,+40 YEARS,0,48,,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,1.0,40.0,8.0,9.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
198818,8928096,"10-19,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2920,HONDA,CR-V,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,PROFESSIONAL/TECHNICAL,PROFESSIONAL - KNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,POST-WAR (< 1948),+40 YEARS,0,48,82.0,10.0,0,0,0,0,0,1,0,0.0,0,1.0,37.283333,1.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,,2.0,4.0,6.0,5.0,2.0,2.0,,2.0,0.0,0.0,2.0,0.0,0.0,117.7,0.0,111.85,0.0,0.0,37.283333,0.0,0.0,2.0,117.7,39.233333,HONDA CR-V,111.85,37.283333,2
198833,16480921,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2825,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNSPOILED SPLENDOR,BOURGEOIS PROSPERITY,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,48,101.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,0.0,,,,,1.0,26.0,2.0,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
198842,3399415,"10-19,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2816,CHEVROLET,MALIBU,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,CLERICAL/OFFICE,OFFICE ADMINISTRATION - KNOWN,UNKNOWN,ROOTED FLOWER POWER,POST INDUSTRIAL SURVIVORS,BLUE SKY BOOMERS,POST-WAR (< 1948),+40 YEARS,0,48,72.0,15.0,0,0,0,0,0,1,0,0.0,0,1.0,34.0,2.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,,,4.0,6.0,5.0,5.0,14.0,,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,34.0,0.0,0.0,34.0,0.0,0.0,1.0,34.0,34.0,CHEVROLET MALIBU,34.0,34.0,1
198850,95011726,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,NOTICE,UNKNOWN,2865,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,75.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
198864,37578236,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2813,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,P.O. BOX,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING OF AQUARIUS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,48,68.6667,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,3.0,,,,,7.0,8.0,2.0,2.0,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,3
198866,2926192,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2908,LAND ROVER,DISCOVERY,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,POST-WAR (< 1948),+40 YEARS,0,48,54.0,13.5455,1,0,0,0,1,1,0,0.0,0,2.0,29.531818,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,,13.0,3.0,3.0,4.0,,7.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,117.7,0.0,270.85,54.0,0.0,24.622727,4.9091,0.0,2.0,117.7,10.7,LAND ROVER DISCOVERY,324.85,29.531818,8
198868,3208068,"10-19,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2911,JEEP,GRAND CHEROKEE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,FEMALE,PROFESSIONAL/TECHNICAL,PROFESSIONAL - KNOWN,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,70.8,12.0,0,0,0,0,0,0,0,1.0,0,1.0,42.4,1.0,0.0,2.0,6.0,0.0,2.0,1.0,0.0,,2.0,6.0,1.0,3.0,2.0,2.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,42.4,0.0,0.0,0.0,0.0,0.0,JEEP GRAND CHEROKEE,212.0,42.4,2
198872,5832468,"10-19,999",CANCELLED,RI,550-599,MEMBERS REQUEST,NOTICE,BASIC MEMBERSHIP,2914,BUICK,CENTURY,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,BOHEMIAN GROOVE,METROPOLITAN STRUGGLERS,SIGNIFICANT SINGLES,POST-WAR (< 1948),+40 YEARS,0,48,84.0,4.5,0,0,0,0,0,0,0,0.0,0,1.0,26.5,1.0,0.0,1.0,6.0,2.0,6.0,1.0,0.0,,3.0,15.0,8.0,13.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,BUICK CENTURY,53.0,26.5,2
198880,3677738,UNKNOWN,PENDING,RI,UNKNOWN,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2871,BUICK,VERANO,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING OF AQUARIUS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),BETWEEN 21 & 30 YEARS,2,30,92.0,0.0,1,0,0,0,1,0,0,0.0,0,,26.5,,,,,0.0,,,,,3.0,8.0,2.0,2.0,,,,2.0,0.0,0.0,2.0,0.0,0.0,117.7,0.0,53.0,0.0,0.0,26.5,0.0,0.0,2.0,117.7,58.85,BUICK VERANO,53.0,26.5,2
198925,1958983,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2919,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FOOTLOOSE AND FAMILY FREE,LOW INCOME ELDERS,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),BETWEEN 11 & 15 YEARS,1,48,83.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,2.0,,,,,2.0,62.0,7.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
198933,25109343,"90-99,999",ACTIVE,RI,600-649,UNKNOWN,AUTO RENEW,UNKNOWN,2911,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,MALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,FAMILY FUN-TASTIC,CAREER AND FAMILY,FLOURISHING FAMILIES,POST-WAR (< 1948),+40 YEARS,0,48,56.0,2.8,0,0,0,0,0,0,0,1.0,1,1.0,31.8,1.0,0.0,2.0,2.0,0.0,5.0,2.0,0.0,,,9.0,4.0,8.0,,10.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,159.0,31.8,3
198945,55047,UNKNOWN,ACTIVE,RI,UNKNOWN,UNKNOWN,AUTO RENEW,UNKNOWN,2816,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TOWN ELDERS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,GENERATION X (1969 - 1980),BETWEEN 21 & 30 YEARS,2,48,71.75,0.0,0,0,0,1,0,1,1,0.0,0,,15.0,,,,,0.0,,1.0,,,2.0,6.0,1.0,3.0,1.0,3.0,,2.0,4.0,0.0,4.0,4.0,0.0,120.0,156.0,60.0,0.0,0.0,15.0,0.0,0.0,8.0,276.0,69.0,UNKNOWN UNKNOWN,60.0,15.0,3
198988,10418748,"70-79,999",CANCELLED,RI,600-649,NON-PAYMENT,NOTICE,PLUS MEMBERSHIP,2860,CHEVROLET,MALIBU,CAUCASION / WHITE - ENGLISH,HOME OWNER,HIGH SCHOOL,SFDU,MALE,UNKNOWN,BLUE COLLAR - INFERRED,UNKNOWN,BOHEMIAN GROOVE,METROPOLITAN STRUGGLERS,SIGNIFICANT SINGLES,BABY BOOMERS (1948 - 1968),BETWEEN 6 & 10 YEARS,3,13,62.75,8.8,0,0,0,0,0,0,0,0.0,0,1.0,37.4,2.0,0.0,2.0,3.0,0.0,5.0,2.0,0.0,1.0,6.0,15.0,8.0,13.0,1.0,8.0,,2.0,1.0,4.0,4.0,3.0,137.0,212.0,159.0,187.0,0.0,0.0,37.4,0.0,0.0,11.0,508.0,101.6,CHEVROLET MALIBU,187.0,37.4,3
198989,3219675,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2771,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PLATINUM PROSPERITY,BOURGEOIS PROSPERITY,POWER ELITE,MILLENIALS (1981 - 1993),BETWEEN 11 & 15 YEARS,1,13,49.0,0.0,0,0,0,0,0,0,0,0.0,0,,31.8,,,,,0.0,,2.0,,,9.0,16.0,2.0,7.0,19.0,5.0,1.0,0.0,3.0,1.0,3.0,9.0,76.14,159.0,405.9,159.0,0.0,0.0,31.8,0.0,0.0,13.0,641.04,128.208,UNKNOWN UNKNOWN,159.0,31.8,3
199017,13583915,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2822,FORD,RANGER,CAUCASION / WHITE - EUROPEAN,HOME OWNER,SOME COLLEGE,SFDU,MALE,ARCHITECTS,TECHNICAL - KNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,48,73.5,7.0,0,0,0,0,0,0,0,1.0,1,1.0,55.925,1.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,,,1.0,1.0,1.0,28.0,16.0,,0.0,1.0,1.0,3.0,0.0,58.85,176.55,0.0,223.7,0.0,0.0,55.925,0.0,0.0,4.0,235.4,58.85,FORD RANGER,223.7,55.925,2
199019,9261634,"50-59,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,COMPLETED COLLEGE,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,48,76.0,15.0,0,0,0,0,0,0,0,,0,1.0,0.0,2.0,0.0,3.0,4.0,0.0,3.0,1.0,0.0,,,1.0,1.0,1.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,1
199022,18867667,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2917,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BOOMERS AND BOOMERANGS,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,48,95.0,0.0,0,0,0,0,0,1,0,,0,,0.0,,,,,0.0,,,,,3.0,21.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
199023,18105330,"90-99,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2920,FORD,ESCAPE,CAUCASION / WHITE - UNKNOWN,HOME OWNER,UNKNOWN,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,AGING IN PLACE,COMFORTABLE RETIREMENT,AUTUMN YEARS,POST-WAR (< 1948),+40 YEARS,0,48,84.5,12.0,0,1,0,0,0,0,0,0.0,0,2.75,37.4,4.0,0.0,,2.0,0.0,2.0,,0.0,,1.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,159.0,187.0,0.0,0.0,37.4,0.0,0.0,3.0,159.0,31.8,FORD ESCAPE,187.0,37.4,3
199028,8967224,"50-59,999",CANCELLED,RI,700-749,NON-PAYMENT,NOTICE,BASIC MEMBERSHIP,2840,BUICK,LESABRE,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STATUS SEEKING SINGLES,SOPHISTICATED SINGLES,YOUNG CITY SOLOS,POST-WAR (< 1948),+40 YEARS,0,48,96.0,15.0,0,0,0,0,0,0,0,0.0,0,2.0,44.0,1.0,0.0,2.0,4.0,2.0,2.0,,0.0,,1.0,23.0,9.0,14.0,,,,0.0,0.0,0.0,2.0,0.0,0.0,70.0,0.0,88.0,0.0,0.0,44.0,0.0,0.0,2.0,70.0,35.0,BUICK LESABRE,88.0,44.0,1
199050,6673659,"175 - 199,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,UNKNOWN,2806,UNKNOWN,UNKNOWN,CAUCASION / WHITE - ENGLISH,HOME OWNER,SOME COLLEGE,SFDU,FEMALE,UNKNOWN,RETIRED - INFERRED,UNKNOWN,SILVER SOPHISTICATES,BOURGEOIS PROSPERITY,BOOMING WITH CONFIDENCE,POST-WAR (< 1948),+40 YEARS,0,48,77.0,7.5,0,0,0,0,0,0,0,,1,1.0,0.0,12.0,0.0,3.0,7.0,0.0,1.0,2.0,0.0,,3.0,2.0,2.0,2.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,2
199060,86738183,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,UNKNOWN,2920,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,60.0,0.0,0,0,0,0,0,0,0,,0,,0.0,,,,,,,,,,3.0,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN UNKNOWN,0.0,0.0,3
199084,24967072,UNKNOWN,PENDING,RI,UNKNOWN,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2904,GMC,SAVANA 2500,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),BETWEEN 6 & 10 YEARS,3,14,67.0,0.0,0,0,0,0,0,0,1,1.0,1,,28.47,,,,,,,,,,7.0,,,,,,,0.0,4.0,6.0,0.0,3.0,350.49,0.0,91.5,142.35,0.0,0.0,28.47,0.0,0.0,9.0,441.99,88.398,GMC SAVANA 2500,142.35,28.47,3
199132,14265301,"90-99,999",ACTIVE,RI,750-799,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2827,FORD,TAURUS,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,SFDU,MALE,UNKNOWN,BLUE COLLAR - INFERRED,UNKNOWN,PICTURE PERFECT FAMILIES,CAREER AND FAMILY,POWER ELITE,BABY BOOMERS (1948 - 1968),BETWEEN 21 & 30 YEARS,2,25,33.75,9.3333,1,0,0,0,1,0,0,1.0,0,2.0,56.744167,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,,9.0,20.0,5.0,9.0,,15.0,,2.0,3.0,5.0,0.0,11.0,170.0,0.0,406.5,416.93,264.0,0.0,34.744167,22.0,0.0,16.0,576.5,48.041667,FORD TAURUS,680.93,56.744167,5
199140,6754344,"90-99,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,UNKNOWN,2806,UNKNOWN,UNKNOWN,CAUCASION / WHITE - EUROPEAN,HOME OWNER,UNKNOWN,SFDU,FEMALE,RETIRED,RETIRED - KNOWN,UNKNOWN,NO PLACE LIKE HOME,ROUTINE SERVICE WORKERS,THRIVING BOOMERS,POST-WAR (< 1948),BETWEEN 31 & 40 YEARS,5,48,68.0,2.3333,0,0,0,0,0,0,0,,0,2.0,0.0,1.0,0.0,,2.0,0.0,3.0,1.0,0.0,,6.0,3.0,3.0,4.0,1.0,3.0,,,1.0,0.0,0.0,1.0,0.0,0.0,58.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.85,19.616667,UNKNOWN UNKNOWN,0.0,0.0,3
199150,9145034,UNKNOWN,CANCELLED,RI,UNKNOWN,NON-PAYMENT,NOTICE,BASIC MEMBERSHIP,2879,TOYOTA,CAMRY,UNKNOWN,UNKNOWN,UNKNOWN,SMALL OR LARGE MULTI-FAMILY W/APT NUMBER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAPING REWARDS,COMFORTABLE RETIREMENT,GOLDEN YEAR GUARDIANS,POST-WAR (< 1948),+40 YEARS,0,48,87.0,0.0,0,0,0,0,0,0,0,1.0,0,,31.8,,,,,2.0,,1.0,,,3.0,5.0,1.0,3.0,8.0,13.0,,0.0,1.0,1.0,6.0,3.0,53.0,318.0,159.0,159.0,0.0,0.0,31.8,0.0,0.0,10.0,530.0,106.0,TOYOTA CAMRY,159.0,31.8,3
199151,5982870,"60-69,999",ACTIVE,RI,700-749,UNKNOWN,NOTICE,BASIC MEMBERSHIP,2908,FORD,ESCORT,CAUCASION / WHITE - EUROPEAN,RENTER,HIGH SCHOOL,SFDU,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FAMILY TROOPERS,ROUTINE SERVICE WORKERS,SINGLES AND STARTERS,BABY BOOMERS (1948 - 1968),+40 YEARS,0,48,68.0,5.0,0,1,0,0,0,1,0,0.0,0,1.0,53.0,1.0,2.0,2.0,9.0,0.0,2.0,,0.0,,,42.0,3.0,9.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,FORD ESCORT,53.0,53.0,1
199213,18420879,"90-99,999",ACTIVE,RI,650-699,UNKNOWN,NOTICE,PLUS MEMBERSHIP,2886,HONDA,CR-V,CAUCASION / WHITE - EUROPEAN,HOME OWNER,HIGH SCHOOL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,POST-WAR (< 1948),+40 YEARS,0,48,57.5,4.0,0,0,0,0,0,0,0,0.0,0,2.0,13.25,1.0,0.0,2.0,2.0,,3.0,,0.0,,7.0,,,,,,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,13.25,0.0,0.0,0.0,0.0,0.0,HONDA CR-V,53.0,13.25,4
